,timepoints,X0,Y0,X1,Y1,X2,Y2,X3,Y3
0,0.0,4.62971887533196,6.134066174965684,4.8417667392914225,5.230819393834021,5.8130673846158425,7.922048386992886,5.983507354254127,4.439912924840052
1,0.050505050505050504,5.744864967101305,4.730792152142945,5.1168149925762085,5.235166702685633,5.426348964998589,6.3282535887108775,5.499709177011339,6.38461706760091
2,0.10101010101010101,3.6210944254396003,5.170136481449609,5.838877954897518,3.9277242100799366,7.593568864367023,6.701666868557595,7.0945533920331885,6.621332249794819
3,0.15151515151515152,4.513232284314423,5.015640331711591,6.179399839937366,5.394041551686289,4.867123648657647,6.62419826669723,7.03098022929619,6.415966404119576
4,0.20202020202020202,6.074789876700511,5.621380626001596,4.568901221752563,7.861133385205089,8.179038333426528,6.527505164829286,6.618500914921729,6.469077790117511
5,0.25252525252525254,6.179779106834051,6.1956826481288125,4.359652868873349,7.308665203950296,7.280124104954296,7.44773011028985,7.535262863915392,8.997974114994514
6,0.30303030303030304,3.815189305720106,4.890225724994654,5.672970845590847,6.861894004311145,5.733349922345066,8.435415352181701,6.521839912676706,11.907870349844913
7,0.35353535353535354,5.881428426733731,3.4416811747765594,6.087755111332133,8.82175929282515,5.505810294778636,8.07072702961192,7.911029866368387,12.293916065518523
8,0.40404040404040403,3.8590652035927673,8.061254726327995,4.591710354989902,9.502177161390634,7.652357232717165,10.09761989089976,5.993493873984656,13.393389945926721
9,0.45454545454545453,5.883289269397392,4.834102009988279,6.253234469395552,8.682442605638471,6.216913909569722,11.32426060356985,8.728393542034215,14.358683630241668
10,0.5050505050505051,5.9729337435800876,6.400625232736412,7.034938399574335,11.37350202411793,5.539353704992072,11.753314759319185,7.006449780206154,16.539121427105812
11,0.5555555555555556,5.448858257234589,5.353996571305271,5.470810554880064,9.666999258758985,6.889963831896048,13.208505356399034,7.828271454839686,16.227995279714843
12,0.6060606060606061,4.303692838151913,6.384970740679137,6.933296662259556,9.662752007839076,7.241350774864132,13.682951958370822,6.938783387391986,19.092354625841683
13,0.6565656565656566,3.293767786260038,4.752108844922025,5.106844683400831,10.678470178407515,7.223685955872874,14.787373265499115,6.615906254508603,18.587102972749555
14,0.7070707070707071,6.713501493181373,8.739230314321297,6.420794583523233,11.148849169887754,5.550669975490817,14.868346584172722,7.2852320792139835,19.273022567105496
