,timepoints,X0,X1,X2,X3
0,0.0,5.036680779461849,4.5650010247894315,4.910109495052421,4.213397142601981
1,0.050505050505050504,6.381966375442578,5.186877644036453,5.531377364311182,4.102446439937956
2,0.10101010101010101,5.733903010501409,4.823340527410543,6.052191020138012,7.497084567423718
3,0.15151515151515152,3.2029401302918092,5.627321646530551,6.114102531777272,8.533400495469678
4,0.20202020202020202,5.437713452207061,7.268302809704064,7.8262627833832346,10.502531103398695
5,0.25252525252525254,3.338535725832119,8.626516561720482,8.176065617855208,10.490037531887765
6,0.30303030303030304,4.503905891288166,7.7784499339208955,12.083349055041566,11.76941215644295
7,0.35353535353535354,7.4792246746443105,8.35598548691895,9.960639212257815,12.03700976358116
8,0.40404040404040403,6.401906570131228,9.063152102940968,10.676483668211578,15.434448476851992
9,0.45454545454545453,5.3905369563751275,8.987063483761757,12.09888753871014,15.604212732881258
10,0.5050505050505051,6.597369429305642,9.180723517692563,13.646335218591837,15.735338501285138
11,0.5555555555555556,6.200986824995611,10.943338040759315,12.89655428072816,18.14013585000466
12,0.6060606060606061,5.8596174566353945,10.66115182309476,15.861939910243523,18.333271461727115
13,0.6565656565656566,6.186824567183455,10.388589516804863,13.559875505096262,18.774174211058018
14,0.7070707070707071,7.621234639047687,11.35002055231351,14.035427114516661,21.735735002549628
15,0.7575757575757576,8.588475150365184,11.67014980890584,16.060320244364622,21.00037307629239
16,0.8080808080808081,8.687558380796924,11.835215306645868,13.436749600131389,22.09458461327021
17,0.8585858585858586,6.79215087945019,12.753386570636788,16.409621074985463,22.820985283165445
18,0.9090909090909091,6.170880203386506,13.522159790510662,19.876435939143068,24.061380874686826
19,0.9595959595959596,9.304662202604653,12.262617463437637,18.611025197973113,21.809431188165373
20,1.0101010101010102,7.01706297540371,9.651332540013664,20.315796918910237,24.91283779078489
21,1.0606060606060606,7.776254608285426,12.236096890966772,19.570927321450796,23.71879603135043
22,1.1111111111111112,8.261286062588574,12.423473881226315,20.676106077576904,26.877584419317415
23,1.1616161616161615,7.505120708276083,14.846326039065122,19.48620890077895,24.529702285866925
24,1.2121212121212122,8.448155327594069,15.029304403545964,20.73039873996953,26.390559192394264
25,1.2626262626262625,7.41870572681993,14.292159459802779,21.46885908392514,30.75504152913593
26,1.3131313131313131,8.203574308666159,15.427127672314324,22.279806682775302,27.864658457615278
27,1.3636363636363635,8.048812669403512,16.76227341062176,24.548024502447554,30.382011251492685
28,1.4141414141414141,7.073845911886812,16.162168988697317,24.011691300125527,31.256114775884342
29,1.4646464646464645,9.486120256039305,16.099418364009868,22.735402308967792,31.962835292052212
30,1.5151515151515151,8.676889336752101,17.233656424751196,24.162063402329885,31.00590442714141
31,1.5656565656565655,8.338768239523926,14.236661938260081,25.562242671766285,32.759342573479564
32,1.6161616161616161,8.840192048164493,15.27492357037506,25.925668476312275,33.10741001124326
33,1.6666666666666667,7.710734538836742,18.47311584551676,27.01155633945187,34.42150548314921
34,1.7171717171717171,8.972055908713337,16.854659558266782,25.771971621572984,33.09417398535419
35,1.7676767676767677,6.815082255070285,16.822459475065873,25.27789958320286,34.59572291055844
36,1.8181818181818181,8.765744242162476,16.425908607451692,27.28375085117063,36.6926894500333
37,1.8686868686868687,7.741417878186754,15.899173438315172,26.38400967338996,36.36252268032465
38,1.9191919191919191,8.203619413546283,16.40620157606992,27.237978530490295,37.32259071482033
39,1.9696969696969697,7.805669128473239,15.971715697707532,27.007717186718683,34.64228124116219
40,2.0202020202020203,9.838010778944945,18.544295653876368,27.60557623074416,36.147770972458055
41,2.0707070707070705,9.494465743804774,18.082742228250417,28.628283475985175,36.76531775575236
42,2.121212121212121,9.074343872375657,17.27144424557063,28.301763055779375,38.09234320046551
43,2.1717171717171717,9.534166896720961,18.371336079949735,27.748774323846305,38.253591604762086
44,2.2222222222222223,10.54667723189064,18.09549189940397,29.220127614988012,38.89154158037931
45,2.2727272727272725,8.659094295764167,19.676608012712904,29.9620097513933,38.479213348000904
46,2.323232323232323,8.34907873340136,17.85778609563352,30.088829097502696,39.66996700316174
47,2.3737373737373737,9.355418623111454,17.6116051011933,30.902165629633334,40.873624781519176
48,2.4242424242424243,10.623224113890291,17.796222456646333,30.352220447593062,40.56302047329641
49,2.474747474747475,9.351783434894504,19.07812766154515,31.649673045189644,40.243925269350704
50,2.525252525252525,8.275607736201422,19.00404729869424,30.933750963303794,42.16098753805526
51,2.5757575757575757,7.326615705223942,19.803852040207,29.318601039475983,40.77058924165817
52,2.6262626262626263,8.686925372762946,19.38964855485297,31.112517850385437,39.819383627569636
53,2.676767676767677,8.91734794872228,19.411767867845413,31.040253317401465,41.20949784891218
54,2.727272727272727,8.433453597883036,20.740304840151737,34.24085518541016,41.335823415256925
